"id","name","dateModified","memberCount","state","version","type","rulesVisible","visibility","chat.jabberId","owners.id","owners.selfUri","selfUri","addresses.extension","addresses.display","addresses.type","addresses.mediaType"
"c9f15659-f9e7-4eee-8220-eef85164853d",,,,,,,,,,,,"/api/v2/authorization/subjects/c9f15659-f9e7-4eee-8220-eef85164853d",,,,
